Plot Code,Date,state,countyName,Real Latitude,Real Longitude,Hydrologic Regime,Soil Drainage,Water Salinity,Canopy Height (m),Author Location,Area,Elevation(m),Aspect,Slope,Topographic Position,Sampling Level,project,commPrimaryCode,commPrimaryScientific,commPrimaryCommon,commPrimaryDateClassified,commPrimaryFit,soilMapUnit,soilGreatGroup
063-02-0934,28-May-2005,SOUTH CAROLINA,Berkeley,32.95506981,-79.85147499,Irregularly flooded,poorly drained,Freshwater,30,Francis Marion NF - Pepper Gully,1000,5.0,,,,5,Francis Marion NF Pulse2005a,CEGL007316,Carya cordiformis - Quercus pagoda - Quercus shumardii - Carya myristiciformis / Sabal minor - Cornus asperifolia Forest,Atlantic Coastal Plain Wet Marl Flatwoods Forest,,3,Pickney loamy fine sand,CUMULICHUMAQUEPTS
084-04-0001,03-Jun-2007,SOUTH CAROLINA,Charleston,32.78687239,-80.18908458,Seasonally saturated,well drained,Upland (n/a),33,Caw Caw Intere. Center,800,10.4,,,Basin floor,5,SC Coastal Hammocks,CEGL007850,Quercus virginiana - Quercus pagoda - Magnolia grandiflora - Carya glabra / Ilex opaca Forest,,,3,Wadmalaw fine sandy loam,UMBRICENDOAQUALFS
084-04-0003,05-Jun-2007,SOUTH CAROLINA,Charleston,32.58597916,-80.20054107,Upland,well drained,Upland (n/a),20,Horse Island Shell ring,800,1.7,,,High level,5,SC Coastal Hammocks,CEGL007282,Celtis laevigata - Tilia americana var. caroliniana / Aesculus pavia Forest,,,4,"Tidal marsh, soft",
084-03-0001,05-Jun-2007,SOUTH CAROLINA,Charleston,32.80071551,-80.41514079,Seasonally saturated,,Upland (n/a),,Baring Tract bottomland,1000,1.7,,,,5,SC Coastal Hammocks,CEGL004678,Quercus laurifolia - Quercus michauxii - Liquidambar styraciflua / Carpinus caroliniana Forest,Diamondleaf Oak Atlantic Brownwater River Floodplain Terrace and Ridge Forest,,2,Osier fine sand,TYPIC PSAMMAQUENTS
084-03-0002,05-Jun-2007,SOUTH CAROLINA,Charleston,32.79600562,-80.41488327,Upland,,Upland (n/a),,Baring Bluff,200,7.7,,,Midslope,5,SC Coastal Hammocks,CEGL007544,"Pinus glabra - Quercus (laurifolia, michauxii, nigra) / Carpinus caroliniana ssp. caroliniana / Sabal minor Forest",Coastal Plain Spruce Pine - Oak Stream Forest,,3,"Wagram loamy fine sand, 0 to 6 percent slopes",ARENICKANDIUDULTS
112-08-1376,17-Jul-2009,South Carolina,Charleston,33.03966667,-79.34861667,Wind-tidally flooded,well drained,Saltwater,2,Cape Romain NWR - Cape Island,200,4.0,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004039,Uniola paniculata - Schizachyrium littorale - Panicum amarum Herbaceous Vegetation,South Atlantic Loamy Coastal Dunegrass,04-Aug-2009,3,Coastal beaches and dune land,
112-08-1377,17-Jul-2009,South Carolina,Charleston,33.04943333,-79.35293333,Temporarily flooded,well drained,Saltwater,0.5,Cape Romain NWR - Cape Island,100,1.0,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004097,Spartina patens - Schoenoplectus pungens - Solidago sempervirens Herbaceous Vegetation,Overwash Dune Grassland,04-Aug-2009,4,Coastal beaches and dune land,
112-08-1378,17-Jul-2009,South Carolina,Charleston,33.0538,-79.35918333,Wind-tidally flooded,,Saltwater,1,Cape Romain NWR - Cape Island,100,0.0,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004040,Uniola paniculata - Hydrocotyle bonariensis Herbaceous Vegetation,,04-Aug-2009,3,Coastal beaches and dune land,
112-08-1379,17-Jul-2009,South Carolina,Charleston,33.04943091,-79.35194705,,,,1,Cape Romain NWR - Cape Island,100,0.0,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004234,Smilax auriculata / Heterotheca subaxillaris - Strophostyles helvula - (Uniola paniculata) Herbaceous Vegetation,,04-Aug-2009,3,Coastal beaches and dune land,
112-09-1382,19-Jul-2009,South Carolina,Charleston,32.86084265,-79.75672854,,well drained,Saltwater,1,Copahee Sound - Buzzard Island,100,0.0,112,4,Low level,5,SC Maritime Fringe Pulse2009C,CEGL003924,"Borrichia frutescens / (Spartina patens, Juncus roemerianus) Shrubland",Seaside Oxeye Tidal Shrub Flat,05-Oct-2009,3,Capers silty clay loam,TYPIC SULFAQUENTS
112-09-1383,19-Jul-2009,South Carolina,Charleston,32.86111628,-79.75703465,Wind-tidally flooded,well drained,Brackish,15,Copahee Sound - Buzzard Island,200,0.0,-1,0,Interfluve,5,SC Maritime Fringe Pulse2009C,CEGL003525,Juniperus virginiana var. silicicola - Zanthoxylum clava-herculis - Quercus virginiana - (Sabal palmetto) / Sageretia minutiflora - (Sideroxylon tenax) Woodland,South Atlantic Coastal Shell Midden Woodland,05-Oct-2009,4,Scranton loamy fine sand,HUMAQUEPTIC PSAMMAQUENTS
112-09-1384,19-Jul-2009,South Carolina,Charleston,32.86314173,-79.75300934,Wind-tidally flooded,well drained,Brackish,13,Copahee Sound - Crow Island,200,0.0,-1,0,Interfluve,5,SC Maritime Fringe Pulse2009C,CEGL007813,"Juniperus virginiana var. silicicola - (Quercus virginiana, Sabal palmetto) Forest",Cedar - Live Oak - Cabbage Palmetto Marsh Hammock,05-Oct-2009,4,Capers silty clay loam,TYPIC SULFAQUENTS
112-09-1385,19-Jul-2009,South Carolina,Charleston,32.86310576,-79.75302053,Wind-tidally flooded,well drained,Brackish,2.5,Copahee Sound - Crow Island,100,0.0,-1,0,Low level,5,SC Maritime Fringe Pulse2009C,CEGL003924,"Borrichia frutescens / (Spartina patens, Juncus roemerianus) Shrubland",Seaside Oxeye Tidal Shrub Flat,27-Sep-2010,3,Capers silty clay loam,TYPIC SULFAQUENTS
112-07-1376,20-Jul-2009,South Carolina,Charleston,32.6855501,-79.88721145,Wind-tidally flooded,moderately well drained,Saltwater,8,Folly Beach,100,2.6,-1,0,Channel bed,5,SC Maritime Fringe Pulse2009C,CEGL004234,Smilax auriculata / Heterotheca subaxillaris - Strophostyles helvula - (Uniola paniculata) Herbaceous Vegetation,,27-Sep-2009,3,"Crevasse-Dawhoo complex, rolling",
112-07-1377,20-Jul-2009,South Carolina,Charleston,32.68906558,-79.89101853,Wind-tidally flooded,well drained,Saltwater,1.2,Folly Beach,100,0.6,-1,0,Low level,5,SC Maritime Fringe Pulse2009C,CEGL004197,Spartina patens - Distichlis spicata - Juncus roemerianus Herbaceous Vegetation,Mid-Atlantic High Salt Marsh,27-Sep-2010,3,"Tidal marsh, soft",
112-07-1378,20-Jul-2009,South Carolina,Charleston,32.69155483,-79.89404919,Wind-tidally flooded,somewhat excessively drained,Saltwater,0.5,Folly Beach,100,1.0,-1,0,Channel bed,5,SC Maritime Fringe Pulse2009C,CEGL004234,Smilax auriculata / Heterotheca subaxillaris - Strophostyles helvula - (Uniola paniculata) Herbaceous Vegetation,,27-Sep-2009,3,"Tidal marsh, soft",
112-07-1379,20-Jul-2009,South Carolina,Charleston,32.68584954,-79.88944767,Permanently flooded - tidal,very poorly drained,Saltwater,1,Folly Beach,100,1.7,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004197,Spartina patens - Distichlis spicata - Juncus roemerianus Herbaceous Vegetation,Mid-Atlantic High Salt Marsh,27-Sep-2009,3,"Tidal marsh, soft",
112-08-1384,20-Jul-2009,South Carolina,Charleston,32.84116667,-79.70375,Wind-tidally flooded,excessively drained,Saltwater,3,Dewee's Island,1000,2.0,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004051,Muhlenbergia filipes - Spartina patens - Eustachys petraea Herbaceous Vegetation,,04-Aug-2009,3,"Tidal marsh, soft",
112-08-1385,20-Jul-2009,South Carolina,Charleston,32.8414423,-79.70263554,Wind-tidally flooded,moderately well drained,Saltwater,3,Dewee's Island,100,4.0,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004051,Muhlenbergia filipes - Spartina patens - Eustachys petraea Herbaceous Vegetation,,04-Aug-2009,4,Coastal beaches and dune land,
112-08-1386,20-Jul-2009,South Carolina,Charleston,32.84218787,-79.70147074,,moderately well drained,,3.5,Dewee's Island,400,6.0,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL003839,Morella cerifera / Spartina patens - (Juncus roemerianus) Shrubland,Atlantic Coast Interdune Swale,04-Aug-2009,4,Coastal beaches and dune land,
112-09-1386,20-Jul-2009,South Carolina,Charleston,32.84122557,-79.70174119,Wind-tidally flooded,[multiple],Saltwater,2,Dewee's Island,300,2.0,-1,0,Basin floor,5,SC Maritime Fringe Pulse2009C,CEGL003839,Morella cerifera / Spartina patens - (Juncus roemerianus) Shrubland,Atlantic Coast Interdune Swale,05-Oct-2009,3,Coastal beaches and dune land,
112-09-1387,20-Jul-2009,South Carolina,Charleston,32.84190786,-79.70143208,Upland,excessively drained,,1.5,Dewee's Island,100,1.0,-1,0,Interfluve,5,SC Maritime Fringe Pulse2009C,CEGL004039,Uniola paniculata - Schizachyrium littorale - Panicum amarum Herbaceous Vegetation,South Atlantic Loamy Coastal Dunegrass,05-Oct-2009,3,Coastal beaches and dune land,
112-01-1382,20-Jul-2009,South Carolina,Charleston,32.68624034,-79.88876018,Wind-tidally flooded,moderately well drained,Saltwater,8,Morris Island Lighthouse,100,1.7,-1,0,Interfluve,5,SC Maritime Fringe Pulse2009C,CEGL007027,"Quercus virginiana - Quercus hemisphaerica - Pinus taeda / Persea (borbonia, palustris) - Ilex vomitoria Forest",Atlantic Coast Maritime Evergreen Forest,04-Aug-2009,3,"Crevasse-Dawhoo complex, rolling",
112-01-1383,20-Jul-2009,South Carolina,Charleston,32.68741667,-79.88836667,Wind-tidally flooded,well drained,Saltwater,7,Morris Island Lighthouse,200,1.2,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL007032,"Quercus virginiana - (Pinus elliottii var. elliottii, Sabal palmetto) / Persea borbonia - Callicarpa americana Forest",Maritime Live Oak Hammock,04-Aug-2009,3,"Tidal marsh, soft",
112-06-1385,21-Jul-2009,South Carolina,Charleston,32.85958636,-79.70317295,Wind-tidally flooded,moderately well drained,Upland (n/a),20,Caper's Island Heritage Preserve,100,2.7,-1,0,Interfluve,5,SC Maritime Fringe Pulse2009C,CEGL003525,Juniperus virginiana var. silicicola - Zanthoxylum clava-herculis - Quercus virginiana - (Sabal palmetto) / Sageretia minutiflora - (Sideroxylon tenax) Woodland,South Atlantic Coastal Shell Midden Woodland,04-Aug-2009,4,"Crevasse-Dawhoo complex, rolling",
112-06-1386,21-Jul-2009,South Carolina,Charleston,32.85948716,-79.70317439,Wind-tidally flooded,well drained,,10,Caper's Island Heritage Preserve,100,2.7,-1,0,Basin floor,5,SC Maritime Fringe Pulse2009C,CEGL003525,Juniperus virginiana var. silicicola - Zanthoxylum clava-herculis - Quercus virginiana - (Sabal palmetto) / Sageretia minutiflora - (Sideroxylon tenax) Woodland,South Atlantic Coastal Shell Midden Woodland,04-Aug-2009,4,"Crevasse-Dawhoo complex, rolling",
112-06-1387,21-Jul-2009,South Carolina,Charleston,32.85851225,-79.70396871,Wind-tidally flooded,,,12,Caper's Island Heritage Preserve,800,2.7,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL007040,Sabal palmetto - Quercus virginiana Saturated Forest,Palmetto - Live Oak Hydric Hammock,04-Aug-2009,3,"Crevasse-Dawhoo complex, rolling",
112-08-1387,21-Jul-2009,South Carolina,Charleston,32.91038089,-79.60401622,Upland,well drained,Upland (n/a),12,Cape Romain NWR - Bull Island,1000,2.8,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL007032,"Quercus virginiana - (Pinus elliottii var. elliottii, Sabal palmetto) / Persea borbonia - Callicarpa americana Forest",Maritime Live Oak Hammock,04-Aug-2009,4,"Crevasse-Dawhoo complex, rolling",
112-08-1388,21-Jul-2009,South Carolina,Charleston,32.91248911,-79.61434462,,,,0.3,Cape Romain NWR - Bull Island,100,1.0,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL003924,"Borrichia frutescens / (Spartina patens, Juncus roemerianus) Shrubland",Seaside Oxeye Tidal Shrub Flat,04-Aug-2009,2,Made land,
112-09-1390,21-Jul-2009,South Carolina,Charleston,32.8595654,-79.70376103,Wind-tidally flooded,excessively drained,Saltwater,15,Caper's Island Heritage Preserve,100,2.7,-1,0,Interfluve,5,SC Maritime Fringe Pulse2009C,CEGL003525,Juniperus virginiana var. silicicola - Zanthoxylum clava-herculis - Quercus virginiana - (Sabal palmetto) / Sageretia minutiflora - (Sideroxylon tenax) Woodland,South Atlantic Coastal Shell Midden Woodland,04-Aug-2009,4,"Crevasse-Dawhoo complex, rolling",
112-09-1391,21-Jul-2009,South Carolina,Charleston,32.859217,-79.7040867,Permanently flooded - tidal,very poorly drained,Saltwater,0.5,Caper's Island Heritage Preserve,100,2.7,-1,0,Basin floor,5,SC Maritime Fringe Pulse2009C,CEGL002278,"Sarcocornia perennis - (Batis maritima, Distichlis spicata) Dwarf-shrubland",Salt Flat (Woody Glasswort Type),04-Aug-2009,4,Capers silty clay loam,TYPIC SULFAQUENTS
112-07-1380,21-Jul-2009,South Carolina,Charleston,32.91290405,-79.61434885,Permanently flooded - tidal,poorly drained,Brackish,0.3,Cape Romain NWR - Bull Island,100,1.2,-1,0,Channel bed,5,SC Maritime Fringe Pulse2009C,CEGL002278,"Sarcocornia perennis - (Batis maritima, Distichlis spicata) Dwarf-shrubland",Salt Flat (Woody Glasswort Type),27-Sep-2009,4,Made land,
112-07-1381,21-Jul-2009,South Carolina,Charleston,32.91270055,-79.61470489,Permanently flooded - tidal,very poorly drained,Brackish,0.5,Cape Romain NWR - Bull Island,100,1.0,-1,0,Channel bed,5,SC Maritime Fringe Pulse2009C,CEGL004191,Spartina alterniflora Carolinian Zone Herbaceous Vegetation,Southern Atlantic Coast Salt Marsh,27-Sep-2009,4,Capers silty clay loam,TYPIC SULFAQUENTS
112-04-1383,21-Jul-2009,South Carolina,Berkeley,33.14290054,-79.6872812,Upland,very poorly drained,Freshwater,15,Francis Marion NF - Conifer Road,1000,8.8,-1,0,Low level,5,SC Maritime Fringe Pulse2009C,CEGL003660,Pinus palustris - Pinus serotina / Ctenium aromaticum - Muhlenbergia expansa - Rhynchospora latifolia Woodland,Longleaf Pine / Pond Pine Savanna (Wet Ultisol Type),25-Jul-2009,3,Rains fine sandy loam,TYPIC PALEAQUULTS
112-05-1377,21-Jul-2009,South Carolina,Berkeley,33.14322997,-79.6877373,,,,18,Francis Marion NF - Conifer Road,1000,8.8,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL003660,Pinus palustris - Pinus serotina / Ctenium aromaticum - Muhlenbergia expansa - Rhynchospora latifolia Woodland,Longleaf Pine / Pond Pine Savanna (Wet Ultisol Type),02-Nov-2009,3,Rains fine sandy loam,TYPIC PALEAQUULTS
112-10-1376,21-Jul-2009,South Carolina,Berkeley,33.14306071,-79.68707512,Saturated,somewhat poorly drained,Freshwater,30,Francis Marion NF - Conifer Road,1000,8.8,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004496,Pinus palustris / Clethra alnifolia - Gaylussacia frondosa - Quercus pumila / Schizachyrium scoparium Woodland,,17-Nov-2009,3,Rains fine sandy loam,TYPIC PALEAQUULTS
112-06-1388,22-Jul-2009,South Carolina,Charleston,32.83431765,-79.71583748,Irregularly flooded,,,2,Dewee's Island,200,3.0,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL003920,Baccharis halimifolia - Iva frutescens - Morella cerifera - (Ilex vomitoria) Shrubland,Coastal Salt Shrub Thicket,04-Aug-2009,3,Capers silty clay loam,TYPIC SULFAQUENTS
112-08-1389,22-Jul-2009,South Carolina,Charleston,32.8413951,-79.69982617,,,Saltwater,2,Dewee's Island,1000,0.0,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004040,Uniola paniculata - Hydrocotyle bonariensis Herbaceous Vegetation,,27-Sep-2009,4,Water,
112-02-1375,22-Jul-2009,South Carolina,Charleston,32.8420284,-79.69914381,Wind-tidally flooded,well drained,Saltwater,1.5,Dewees Island,100,0.0,-1,0,Midslope,5,SC Maritime Fringe Pulse2009C,CEGL004040,Uniola paniculata - Hydrocotyle bonariensis Herbaceous Vegetation,,04-Aug-2009,2,Water,
112-02-1376,22-Jul-2009,South Carolina,Charleston,32.84228225,-79.69926832,Permanently flooded - tidal,very poorly drained,Saltwater,0.75,Dewees Island,100,0.0,-1,0,Basin floor,5,SC Maritime Fringe Pulse2009C,CEGL004197,Spartina patens - Distichlis spicata - Juncus roemerianus Herbaceous Vegetation,Mid-Atlantic High Salt Marsh,04-Aug-2009,3,Water,
112-07-1383,22-Jul-2009,South Carolina,Charleston,32.83403885,-79.71591628,Wind-tidally flooded,poorly drained,Brackish,6,Dewee's Island,100,3.0,-1,0,Basin floor,5,SC Maritime Fringe Pulse2009C,CEGL003924,"Borrichia frutescens / (Spartina patens, Juncus roemerianus) Shrubland",Seaside Oxeye Tidal Shrub Flat,04-Aug-2009,4,Capers silty clay loam,TYPIC SULFAQUENTS
112-07-1382,22-Jul-2009,South Carolina,Charleston,32.83387002,-79.71616444,Wind-tidally flooded,poorly drained,Brackish,3,Dewee's Island,100,3.0,-1,0,Basin floor,5,SC Maritime Fringe Pulse2009C,CEGL003790,Fimbristylis castanea - Schoenoplectus pungens Seasonally Flooded Herbaceous Vegetation,,04-Aug-2009,2,Capers silty clay loam,TYPIC SULFAQUENTS
112-05-1378,22-Jul-2009,South Carolina,Berkeley,33.13849002,-79.76211184,Intermittently flooded,somewhat poorly drained,,18,Francis Marion NF - Conifer Road,1000,10.2,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004814,Pinus serotina - (Pinus palustris) / Saccharum spp. - Eupatorium semiserratum - Sabatia campanulata Woodland,,17-Nov-2009,4,Wahee loam,AERIC ENDOAQUULTS
117-09-0040,10-Aug-2009,South Carolina,Charleston,32.68216362,-79.94201238,Wind-tidally flooded,somewhat poorly drained,,9,Folly Beach - Long Island,100,1.5,-1,0,,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004051,Muhlenbergia filipes - Spartina patens - Eustachys petraea Herbaceous Vegetation,,13-Nov-2009,4,"Crevasse-Dawhoo complex, rolling",
117-09-0041,10-Aug-2009,South Carolina,Charleston,32.68201733,-79.94177946,Wind-tidally flooded,moderately well drained,Brackish,15,Folly Beach - Long Island,100,1.3,-1,0,Midslope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL007839,"(Iva imbricata) / Sporobolus virginicus - Spartina patens - (Paspalum distichum, Sesuvium portulacastrum) Herbaceous Vegetation",Florida Low Dune Grassland,26-Oct-2009,2,"Crevasse-Dawhoo complex, rolling",
117-09-0042,10-Aug-2009,South Carolina,Charleston,32.6820111,-79.94639789,Wind-tidally flooded,somewhat poorly drained,Brackish,17,Folly Beach - Long Island,500,0.7,-1,0,Midslope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL007032,"Quercus virginiana - (Pinus elliottii var. elliottii, Sabal palmetto) / Persea borbonia - Callicarpa americana Forest",Maritime Live Oak Hammock,26-Oct-2009,4,"Crevasse-Dawhoo complex, rolling",
117-09-0049,12-Aug-2009,South Carolina,Charleston,32.72949417,-80.41228727,[multiple],very poorly drained,Freshwater,3.5,ACE Basin - Penny Creek,100,1.7,-1,0,Lowslope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004202,Zizania aquatica Tidal Herbaceous Vegetation,Atlantic Coast Wild Rice Tidal Marsh,24-Sep-2009,5,Water,
117-09-0050,13-Aug-2009,South Carolina,Charleston,32.69423907,-79.89566953,Wind-tidally flooded,well drained,Saltwater,0.5,Morris Island Lighthouse - Folly Beach,200,1.5,-1,0,Midslope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004406,Sesuvium portulacastrum - Atriplex spp. - Suaeda spp. Sparse Vegetation,Coastal Bay Shore / Succulent Beach,24-Sep-2009,3,"Tidal marsh, soft",
117-09-0051,13-Aug-2009,South Carolina,Charleston,32.69428059,-79.89628772,Wind-tidally flooded,moderately well drained,Saltwater,0.75,Morris Island Lighthouse - Folly Beach,100,1.7,-1,0,Midslope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004308,"Salicornia (virginica, bigelovii, maritima) - Spartina alterniflora Herbaceous Vegetation",Salt Panne (Salicornia Type),20-Apr-2011,3,"Tidal marsh, soft",
117-09-0052,13-Aug-2009,South Carolina,Charleston,32.69494782,-79.89625817,Wind-tidally flooded,moderately well drained,Saltwater,0.6,Morris Island Lighthouse - Folly Beach,100,1.2,-1,0,Lowslope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004308,"Salicornia (virginica, bigelovii, maritima) - Spartina alterniflora Herbaceous Vegetation",Salt Panne (Salicornia Type),20-Apr-2011,3,"Tidal marsh, soft",
117-09-0053,13-Aug-2009,South Carolina,Charleston,32.69334899,-79.89497645,Wind-tidally flooded,well drained,Saltwater,2.5,Morris Island Lighthouse - Folly Beach,100,1.6,-1,0,High slope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004040,Uniola paniculata - Hydrocotyle bonariensis Herbaceous Vegetation,,25-Feb-2011,2,"Tidal marsh, soft",
117-09-0054,13-Aug-2009,South Carolina,Charleston,32.68885465,-79.89062647,Wind-tidally flooded,well drained,,1,Morris Island Lighthouse - Folly Beach,100,0.7,-1,0,Lowslope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004406,Sesuvium portulacastrum - Atriplex spp. - Suaeda spp. Sparse Vegetation,Coastal Bay Shore / Succulent Beach,25-Sep-2009,3,"Tidal marsh, soft",
117-09-0055,13-Aug-2009,South Carolina,Charleston,32.68653003,-79.88786062,Wind-tidally flooded,well drained,Saltwater,1,Morris Island Lighthouse - Folly Beach,100,1.8,-1,0,Midslope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004402,Ipomoea pes-caprae - Ipomoea imperati - (Cakile geniculata) Herbaceous Vegetation,West Gulf Coastal Plain Ocean Strand,25-Sep-2009,2,"Crevasse-Dawhoo complex, rolling",
117-09-0056,13-Aug-2009,South Carolina,Charleston,32.68334155,-79.88736684,Wind-tidally flooded,somewhat excessively drained,Saltwater,1.25,Folly Beach,200,1.6,-1,0,Channel bed,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004234,Smilax auriculata / Heterotheca subaxillaris - Strophostyles helvula - (Uniola paniculata) Herbaceous Vegetation,,25-Sep-2009,4,Coastal beaches and dune land,
117-09-0057,14-Aug-2009,South Carolina,Charleston,32.75380555,-79.95430645,Permanently flooded - tidal,somewhat poorly drained,Saltwater,0.65,James Island,200,1.8,-1,0,Midslope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004308,"Salicornia (virginica, bigelovii, maritima) - Spartina alterniflora Herbaceous Vegetation",Salt Panne (Salicornia Type),25-Sep-2009,5,Edisto loamy fine sand,GLOSSAQUIC HAPLUDALFS
117-09-0058,14-Aug-2009,South Carolina,Charleston,32.75620845,-79.85266548,Seasonally saturated,poorly drained,Brackish,3.5,Sullivan's Island,100,1.8,-1,0,Lowslope,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004138,Typha domingensis - Setaria magna Herbaceous Vegetation,,25-Sep-2009,3,Coastal beaches and dune land,
117-09-0059,14-Aug-2009,South Carolina,Charleston,32.7560639,-79.84968911,Seasonally saturated,somewhat poorly drained,Brackish,9,Sullivan's Island,100,2.6,-1,0,Channel bed,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004222,Salix caroliniana / Sacciolepis striata - Boehmeria cylindrica Woodland,,25-Sep-2009,3,Coastal beaches and dune land,
117-09-0060,14-Aug-2009,South Carolina,Charleston,32.75353095,-79.85085316,Wind-tidally flooded,well drained,Saltwater,0.75,Sullivan's Island,200,0.0,-1,0,Channel wall,5,"NC-SC Maritime Fringe CVS Lacunist (Wichmann, Boyle, and Bernard)",CEGL004406,Sesuvium portulacastrum - Atriplex spp. - Suaeda spp. Sparse Vegetation,Coastal Bay Shore / Succulent Beach,16-Mar-2011,3,Water,
112-05-1379,18-Aug-2009,South Carolina,Berkeley,33.13335115,-79.662875,,,,25,Francis Marion NF - Conifer Road,1000,8.8,-1,0,Channel bed,5,SC Maritime Fringe Pulse2009C,CEGL004495,Pinus palustris / Arundinaria gigantea ssp. tecta - Liquidambar styraciflua / Andropogon glomeratus - Sarracenia minor Woodland,,17-Nov-2009,3,Rains fine sandy loam,TYPIC PALEAQUULTS
112-05-1380,01-Sep-2009,South Carolina,Berkeley,33.07634001,-79.73454007,Seasonally saturated,poorly drained,,25,Francis Marion NF - Dog Swamp Road,1000,11.4,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004498,Pinus palustris - Pinus serotina / Aristida palustris - Sarracenia flava Woodland,,17-Nov-2009,3,Lynchburg fine sandy loam,AERIC PALEAQUULTS
112-05-1381,23-Sep-2009,South Carolina,Berkeley,33.0656616,-79.68833287,,,,25,Francis Marion NF - Halfway Creek,1000,12.6,-1,0,,5,SC Maritime Fringe Pulse2009C,CEGL004498,Pinus palustris - Pinus serotina / Aristida palustris - Sarracenia flava Woodland,,17-Nov-2009,2,Chipley-Echaw complex,
112-05-1384,26-Sep-2009,South Carolina,Charleston,33.14766446,-79.48709536,,,,,Francis Marion NF - Old Georgetown Road,1000,5.9,-1,0,,4,SC Maritime Fringe Pulse2009C,CEGL004495,Pinus palustris / Arundinaria gigantea ssp. tecta - Liquidambar styraciflua / Andropogon glomeratus - Sarracenia minor Woodland,,17-Nov-2009,3,Chipley loamy fine sand,AQUIC QUARTZIPSAMMENTS
112-05-1383,29-Sep-2009,South Carolina,Berkeley,33.02755918,-79.67763388,,,,20,Francis Marion NF - Dog Swamp Rd.,750,5.8,-1,0,,4,SC Maritime Fringe Pulse2009C,CEGL004086,Pinus palustris / Schizachyrium scoparium - Muhlenbergia expansa - Arnoglossum ovatum Woodland,Atlantic Coastal Plain / Wet Ultisol Longleaf Pine Savanna,17-Nov-2009,4,"Lakeland sand, 0 to 6 percent slopes",TYPIC QUARTZIPSAMMENTS
112-05-1382,29-Sep-2009,South Carolina,Berkeley,33.12963692,-79.71794324,,,,25,Francis Marion NF - Conifer Road,400,8.8,-1,0,,4,SC Maritime Fringe Pulse2009C,CEGL004814,Pinus serotina - (Pinus palustris) / Saccharum spp. - Eupatorium semiserratum - Sabatia campanulata Woodland,,17-Nov-2009,4,Wahee loam,AERIC ENDOAQUULTS
112-05-1385,01-Oct-2009,South Carolina,Charleston,33.13285763,-79.50595839,,,,,Francis Marion NF - Highway 45,1000,4.3,,,,4,SC Maritime Fringe Pulse2009C,CEGL004495,Pinus palustris / Arundinaria gigantea ssp. tecta - Liquidambar styraciflua / Andropogon glomeratus - Sarracenia minor Woodland,,17-Nov-2009,3,Meggett loam,TYPICALBAQUALFS
112-05-1386,01-Oct-2009,South Carolina,Berkeley,33.13395414,-79.66359481,,,,,Francis Marion NF - Conifer Road,1000,8.8,,,,4,SC Maritime Fringe Pulse2009C,CEGL004499,Pinus palustris - Pinus serotina / Ctenium aromaticum - Scleria pauciflora - Sarracenia flava Woodland,,17-Nov-2009,3,Lynchburg fine sandy loam,AERIC PALEAQUULTS
